Video Title,Thumbnail URL,Description Length,Tags,Published Data & Time,View Count,Like Count,Comment Count,Duration,Category,Channel Title,Channel Subscriber,Channel Age,Total number of channel uploads
Cheryl Cole - Crazy Stupid Love Inspired Makeup Tutorial,https://i.ytimg.com/vi/2pETMMFc_Pg/default.jpg,1205,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Cheryl Cole', 'Crazy Stupid Love', 'movie', 'song', 'music', 'video', 'sing', 'sexy', 'inspired', 'MAC', 'coppering', 'Makeup Geek', 'eyeshadow', 'pigments', 'Sigma', 'Sigma Beauty', 'Warm neutrals', 'xobeauty', 'shaaanxo', 'the glamourista', 'false lashes', 'Jaclyn Hill', 'F86 brush']",2014-06-17T18:42:45Z,141230,6019,308,12分15秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Bleached Brows without Bleach!,https://i.ytimg.com/vi/kyNTAZbRd1M/default.jpg,464,"['NikkieTutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'and', 'tricks', 'on', 'how', 'to', 'get', 'bleached', 'brows', 'without', 'bleach', 'shaving', 'off', 'fashion', 'trend', 'runway', 'catwalk', 'models']",2011-03-06T22:16:15Z,140385,1747,280,2分30秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Everything on Facecharts!,https://i.ytimg.com/vi/APUWNCZ0DV8/default.jpg,522,"['NikkieTutorials', 'Makeup', 'Studio', 'Facecharts', 'info', 'everything', 'you', 'need', 'to', 'know', 'help', 'instructions', 'tips', 'and', 'tricks', 'learn', 'tutorial', 'how', 'howto']",2011-08-13T14:21:13Z,139446,2966,347,7分21秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
"Quitting YouTube, Secrets & YouTube Crush? ⋆ The Secret Diary of a YouTuber TAG!",https://i.ytimg.com/vi/H_65FwyYTgo/default.jpg,1568,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'quiting youtube', 'youtube crush', 'q&a', 'success', 'secrets', 'The Secret Diary of a YouTuber Tag', 'tag', 'vlog', 'chit', 'chat', 'talk', 'diary', 'talking', 'gossip', 'scandal', 'october 20', 'desi perkins', 'Youtube']",2014-10-20T01:13:44Z,138642,6651,615,11分11秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Paris Hilton - Come Alive Makeup Tutorial,https://i.ytimg.com/vi/MvoO2aup1eA/default.jpg,1351,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Paris Hilton', 'nicole richie', 'the simple life', 'drama', 'fight', 'cry', 'scene', 'fake', 'funny', 'come alive', 'music', 'song', 'live', 'performance', 'music video', 'unicorn', 'interview', 'leaves', 'awards', 'red carpet', 'august 27', 'House of Wax', 'death', 'tape']",2014-08-27T00:08:37Z,137441,4980,271,9分47秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Simple Summer Eyes Makeup Tutorial,https://i.ytimg.com/vi/W1_u5eU-g1A/default.jpg,522,"['Nikkietutorials', 'makeup', 'tutorial', 'summer', 'look', 'easy', 'simple', 'how-to', 'tips', 'and', 'tricks', 'instructions', 'glowy', 'bronzer', 'warm', 'help', 'Beauty', 'eyeliner', 'for', 'hooded', 'eyes', 'eyelids']",2012-06-22T14:43:13Z,137242,2509,285,5分8秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Slytherin - Harry Potter Houses / Inspired Makeup Tutorial with VintageorTacky,https://i.ytimg.com/vi/EtX04k0a4n8/default.jpg,598,"['NikkieTutorials', 'Nikkie', 'de', 'Jager', 'vintageortacky', 'cora', 'Harry', 'Potter', 'and', 'the', 'deathly', 'hallows', 'makeup', 'Slytherin', 'tutorial', 'eyeshadow', 'beauty', 'how-to', 'blonde', 'girl', 'smokey', 'goth', 'emo', 'high', 'fashion', 'runway', 'photography']",2010-08-24T15:53:12Z,137058,1320,251,8分24秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Quick Tip: How to get Fuller lips!,https://i.ytimg.com/vi/kjxAoBpHw1M/default.jpg,474,"['Nikkietutorials', 'how-to', 'tips', 'tricks', 'makeup', 'tutorial', 'fashion', 'fuller', 'lips', 'lipstick', 'lipgloss', 'models', 'editorial', 'quick tip', 'help', 'look', 'red', 'MAC Cosmetics', 'Crimson', 'Lipmix', 'beauty', 'cosmetics', 'plump', 'Tip']",2012-12-12T20:51:25Z,135309,3626,379,4分39秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
NikkieTutorials | Bright blue & Brown Cut-crease Look.,https://i.ytimg.com/vi/2svllViolM4/default.jpg,345,"['nikkietutorials', 'bright', 'blue', 'eyeshadow', 'makeup', 'tutorial', 'coastal', 'scents', 'mac', 'glam', 'couture']",2009-04-25T15:43:23Z,135018,1329,174,9分37秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
TVD Caroline's Evil Side - The Vampire Diaries Makeup Series.,https://i.ytimg.com/vi/yO7L6K5qgBM/default.jpg,542,"['NikkieTutorials', 'The', 'Vampire', 'Diaries', 'Caroline', 'Makeup', 'Evil', 'Smokey', 'Eyes', 'Daily', 'Tutorial', 'eyeshadow', 'MAC', 'Studio', 'Embark', 'Candice', 'Accola', 'Vampires']",2010-09-19T21:00:52Z,134905,1311,180,8分43秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
September Hits and Oh God No’s 2014!,https://i.ytimg.com/vi/1KP5yLH5Yws/default.jpg,1257,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Hits', 'unfavorites', ""Hits and oh god no's"", 'september', 'anastasia beverly hills', 'amrezy', 'maya mia', 'mac', 'emphasize', 'nyc liquid eyeliner', 'yves saint laurent', 'black opium', 'perfume', 'zoeva', 'brushes', 'best', 'september 30', 'chrisspy']",2014-09-30T21:52:23Z,134822,7564,574,12分49秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
"BIG Makeup Haul ∙ NYX, MAC, Bobbi Brown & More!",https://i.ytimg.com/vi/f5TkIS0LQU8/default.jpg,1399,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'haul', 'new', 'products', 'NYX', 'macaron', 'lippies', 'Saucebox', 'palettes', 'MAC', 'pressed pigments', 'Makeup Geek', 'pigments', 'Bobbi Brown', 'Skin Foundation Stick', 'Shiseido', 'Shimmering Cream Eye Color', 'butter gloss', 'purchases', 'June 7', 'Maleficent', 'Angelina Jolie']",2014-06-06T23:29:16Z,134511,4876,283,8分10秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Christmas Makeup: Naughty Red Smokey Eyes / Collab with Jeanfrancoiscd,https://i.ytimg.com/vi/52zcJTxdgT8/default.jpg,639,"['Nikkietutorials', 'Young', 'Dutch', 'Girl', 'Christmas', 'Xmas', 'Makeup', 'Tutorial', 'how-to', 'eyeshadow', 'beauty', 'fashion', 'jeanfrancoiscd', 'blonde', 'lipstick', 'mascara', 'makeup', 'studio', 'mac', 'cosmetics', 'instruction', 'video', 'Nikkie', 'tips', 'powder', 'review', 'products']",2010-12-08T21:48:48Z,134449,1260,189,7分50秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Sultry Winged Eyes with a Pop of Blue! ∙ Tutorial Inspired by Shaaanxo,https://i.ytimg.com/vi/hKaAtllJ8Aw/default.jpg,1317,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'shaaanxo', 'shannon', 'collab', 'Lorde', 'Concert', 'VIP', 'party', 'Khloe Kardashian', 'Oscars', '2014', 'smokey', 'eyes', 'neutrals', 'mac', 'lancôme', 'gorgeous', 'Makeup Geek', 'May 2']",2014-05-02T02:03:54Z,134030,5459,176,6分27秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
NikkieTutorials | • The Potential break up Mask • Risa Candy Inspired Contest ENTRY.,https://i.ytimg.com/vi/jCFUCVc0M3M/default.jpg,566,"['makeupbyrisa', 'contest', 'candy', 'inspired', 'nikkietutorials', 'the', 'potential', 'break', 'up', 'mask', 'chocolate', 'snickers', 'peanuts', 'makeup', 'dramatic']",2009-07-19T13:25:17Z,133910,1067,91,1分1秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
May Hits and Oh God No's 2014!,https://i.ytimg.com/vi/PAVONBZZCc0/default.jpg,1147,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'May', ""god NO's"", 'NYX', 'butter gloss', 'swatches', 'demo', 'makeup geek', 'eyeshadows', 'pigments', 'Utopia', 'Afterglow', 'Anastasia Brow Wiz', 'Illamasqua', 'Benefit', ""watt's up! highlighter"", 'Röyksopp & Robyn - Do It Again', 'Catrice Liquid Liner', 'May 31', 'Jaclyn Hill']",2014-05-31T00:51:56Z,133716,6341,505,12分19秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Lorde - Team ∙ Inspired Makeup Tutorial,https://i.ytimg.com/vi/WOhAkFVT3Yo/default.jpg,725,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'Lorde', 'Royals', 'Team', 'Music Video', 'Inspired', 'NARS', 'Train Bleu', 'Sugarpill', 'Goldilux', '4 january', 'song', 'edgy', 'goth', 'Tumblr', 'girls', 'girl']",2014-01-04T00:19:26Z,133068,4543,237,7分22秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Hufflepuff - Harry Potter Houses / Inspired Makeup Tutorial.,https://i.ytimg.com/vi/7gchW02gMT0/default.jpg,925,"['NikkieTutorials', 'Nikkie', 'de', 'Jager', 'Vintageortacky', 'Cora', 'Harry', 'Potter', 'Houses', 'Inspired', 'Recreated', 'Makeup', 'Looks', 'Styles', 'Eyeshadow', 'Movie', 'Hufflepuff', 'Ravenclaw', 'Gryffindor', 'Slytherin', 'Luna', 'Lovegood', 'Cedric', 'MAC', 'Cosmetics', 'brushes', 'Sugarpill']",2010-06-11T15:11:54Z,131404,1372,295,10分43秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
April Hits and Oh God No's 2014!,https://i.ytimg.com/vi/lutSXiYbZG4/default.jpg,1413,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'April', 'Hits', ""Oh God NO's"", 'unfavorites', 'likes', 'dislikes', 'Real Techniques', 'Miracle Complexion Sponge', 'Zoeva Brushes', 'MAC', 'Pink Lemonade', 'Mathu Andersen', 'KIKO', ""L'oreal"", 'Liquid Lipstick', 'Game of Thrones', 'joffrey death']",2014-04-29T20:36:27Z,131239,4633,365,11分44秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Extreme Purples for Spring Makeup Tutorial,https://i.ytimg.com/vi/KPF3Y56C6-U/default.jpg,495,"['NikkieTutorials', 'extreme', 'spring', 'inspired', 'makeup', 'bright', 'blue', 'purple', 'tutorial', 'how-to', 'tips', 'and', 'tricks', 'sugarpill', 'mac', 'cosmetics', 'look', 'beauty', 'fashion', 'eyeliner']",2012-02-21T09:50:09Z,131198,4024,526,7分33秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
The Hunger Games: ''Crazy Capitol People'' Inspired Makeup Tutorial,https://i.ytimg.com/vi/TO1Jj7kSn2A/default.jpg,473,"['NikkieTutorials', 'The Hunger Games (film)', 'Inspired', 'Makeup', 'tutorial', 'how-to', 'how', 'to', 'tips', 'and', 'tricks', 'instructions', 'help', 'look', 'beauty', 'editorial', 'fashion', 'Capitol', 'Crazy', 'Neon', 'Bright', 'eyeshadows', 'Effie', 'Trinket', 'Halloween', 'Cosmetics', 'Eyes']",2012-06-26T19:57:04Z,130623,2544,377,8分6秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Halloween Tutorial: Dior Runway Galaxy Inspired Look,https://i.ytimg.com/vi/abRhxECgfVA/default.jpg,534,"['Nikkietutorials', 'Halloween', 'Makeup', 'Tutorial', 'how', 'to', 'how-to', 'tips', 'and', 'tricks', 'look', 'beauty', 'intructions', 'help', 'eyes', 'drama', 'dior', 'runway', 'inspired', 'galaxy', 'fashion']",2011-10-28T23:18:52Z,129525,4197,454,9分28秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
NikkieTutorials | Teal Smoked out eyes.,https://i.ytimg.com/vi/1NoMTrdg_90/default.jpg,374,"['sunnishinee', 'nikkietutorials', 'hello', 'kitty', 'palette', 'mac', 'eyeshadow', 'too', 'dolly', 'gesso', 'milk', 'jumbo', 'pencil', 'scandalous']",2009-03-21T15:28:38Z,128770,1202,152,8分59秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Bronze Smokey Eyes with a Twist!,https://i.ytimg.com/vi/7DH3Drv74fc/default.jpg,433,"['NikkieTutorials', 'Nikkie', 'de', 'Jager', 'Makeup', 'Tutorial', 'Bronze', 'Smokey', 'Eyes', 'MAC', 'Cosmetics', 'Pigments', 'Chocolate', 'Brown', 'Gold', 'Mode', 'Carbon', 'eyeshadow', 'nude', 'lips', 'blonde', 'girl', 'how-to']",2010-08-19T16:25:21Z,128225,1174,187,6分59秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Bright & Easy Valentine's Day Makeup Tutorial,https://i.ytimg.com/vi/zTZCkrq8tM8/default.jpg,594,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', ""Valentine's Day (Holiday)"", 'Pink', 'Eyeshadow', 'love', 'boyfriend', 'girlfriend', 'kiss', 'flirty', 'flirt', 'date', 'blind date', 'hot', '12 February', 'Illamasqua', 'heart', 'easy', 'bright', 'vivid', 'quick']",2014-02-12T22:02:53Z,127963,5018,225,6分5秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Jennifer Lopez - I Luh Ya Papi ∙ Inspired Makeup Tutorial,https://i.ytimg.com/vi/5THD27C2iGc/default.jpg,657,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'Jennifer Lopez', 'I Luh Yu Papi', 'music video', 'inspired', 'album', 'nokia', 'tablet', 'false eyelashes', 'Sugarpill', 'diamond eyes', 'MakeupGeekTV']",2014-03-21T22:01:21Z,127729,5811,296,8分30秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Lady Gaga - The Monster Ball Tour / Inspired Makeup Tutorial,https://i.ytimg.com/vi/nzGdj_VdARk/default.jpg,867,"['Nikkietutorials', 'Lady', 'Gaga', 'The', 'Monster', 'Ball', 'Tour', 'Netherlands', 'Arnhem', 'Gelredome', 'Makeup', 'Tutorial', 'inspired', 'dramatic', 'cut', 'crease', 'eyeshadow', 'look', 'pink', 'poison', 'plum', 'sugarpill', 'mac', 'cosmetics', 'rimmel', 'blonde', 'dutch', 'girls', 'beauty', 'fashion', 'alejandro', 'telephone', 'bad', 'romance', 'papparazzi', 'just', 'dance', 'LIVE']",2010-05-20T21:21:25Z,127550,606,89,12分47秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
NikkieTutorials | Glittery Party Look.,https://i.ytimg.com/vi/dF1NH8gm5DE/default.jpg,255,"['nikkietutorials', 'glitter', 'smokey', 'eye', 'makeup', 'bitchslap', 'mac', 'antique', 'gold', 'satin', 'taupe', 'two', 'faced', 'bitch']",2009-05-17T14:32:31Z,126885,853,98,6分14秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
My Favorite Filter Apps! - What's on my iPhone?,https://i.ytimg.com/vi/psS7_8DY9gg/default.jpg,492,"['Nikkietutorials', 'favorite', 'filter', 'apps', 'makeup', 'talk', 'Instagram', 'vlog', 'beauty', 'style', 'how-to', 'help', 'random', 'cosmetics', 'favorites', 'iPhone', 'Talking', 'tutorial']",2013-05-13T12:59:41Z,126840,2480,318,8分3秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Halloween: Colorful Skull Makeup Tutorial,https://i.ytimg.com/vi/35Q6TpAhWXU/default.jpg,514,"['Nikkietutorials', 'halloween', 'makeup', 'tutorial', 'skull', 'colors', 'colorful', 'avant', 'garde', 'editorial', 'fashion', 'horro', 'cosmetics', 'help', 'how-to', 'tips', 'and', 'tricks', 'instructions', 'beauty', 'look', 'scary', 'lady', 'gaga', 'born', 'this', 'way', 'rick', 'genest']",2012-10-28T20:35:52Z,126778,3771,318,7分24秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
"Vlog: New Background Lights, Leaving my Agency & More!",https://i.ytimg.com/vi/NSEjfBCTH_U/default.jpg,799,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'vlog', 'agency', 'leaving', 'decisions', 'new', 'background', 'lights', 'set up', 'Shaanxo', 'Chloe Morello', 'Gurus', 'lip', 'injections', 'fillers', 'subscription box', '17 january', 'chit chat', 'talk', 'relax', 'zen', 'girls', 'gossip', 'Lip Augmentation', 'Australia']",2014-01-17T20:27:34Z,126678,3092,370,11分3秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
"Paris Haul: Sephora, KIKO & More!",https://i.ytimg.com/vi/tpURHUeR67Y/default.jpg,702,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'Sephora', 'haul', 'KIKO', 'Make up for ever', 'MUFE', 'Benefit', 'Gimme Brow', 'Aqua Liner', 'NARS', 'narsissist', 'eye palette', 'eyeshadow', 'swatches', 'purchases', 'Paris', 'Laduree', 'macaron', 'Champs-Élysées (Tourist Attraction)', 'Eiffel Tower (Building)', 'boyfriend', ""Valentine's Day"", 'February 19', 'travel']",2014-02-19T00:40:57Z,125658,3104,200,10分28秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Natalia Kills - Kill My Boyfriend - Makeup Tutorial,https://i.ytimg.com/vi/UoYyY4uhkTk/default.jpg,562,"['Nikkietutorials', 'Natalia', 'Kills', 'Kill', 'my', 'Boyfriend', 'music', 'video', 'inspired', 'makeup', 'tutorial', 'eyeliner', 'mac', 'cosmetics', 'look', 'avant', 'garde', 'orange', 'lips', 'eyes', 'pop', 'song', 'eye', 'Make-up Art Cosmetics', 'Beauty', 'how-to', 'style', 'tips', 'and', 'tricks']",2012-01-18T18:27:58Z,125174,1648,209,6分40秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Elle Fanning Maleficent Red Carpet Makeup Tutorial,https://i.ytimg.com/vi/kTETRAxkqTI/default.jpg,1224,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Elle Fanning', 'Angelina Jolie', 'Disney', 'Maleficent', 'movie', 'red carpet', 'Lana del Rey', 'Once Upon a Dream', 'high fashion', 'Orange', 'it girl', 'June 4', 'Makeup Geek', 'products', 'Aurora']",2014-06-03T22:20:23Z,125138,5175,252,9分1秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Halloween Tutorial: Maleficent / Disney Evil Characters Inspired.,https://i.ytimg.com/vi/HE4FpmuGy4k/default.jpg,452,"['NikkieTutorials', 'Disney', 'Evil', 'Villains', 'Maleficent', 'Sleeping', 'Beauty', 'Fairytale', 'Makeup', 'Tutorial', 'Eyeshadow', 'Smokey', 'Extreme', 'Glitter', 'MAC', 'Studio', 'Nocturnelle', 'Plumage', 'Pearl', 'Bad']",2010-09-26T20:43:20Z,124741,1335,217,11分23秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Halloween: Female Joker / The Joker's Girlfriend Inspired Look,https://i.ytimg.com/vi/PLenP8JoS84/default.jpg,543,"['Nikkietutorials', 'halloween', 'makeup', 'tutorial', 'how-to', 'tips', 'and', 'tricks', 'instructions', 'help', 'Joker (comics)', 'girlfriend', 'batman', 'begins', 'the', 'dark', 'knight', 'rises', 'film', 'movie', 'comics', 'art', 'beauty', 'fashion', 'The Dark Knight Rises (Film)', 'Batman Begins (Film)']",2012-10-26T20:55:04Z,123953,3848,504,6分58秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
I GOT A TATTOO! - My Experiences,https://i.ytimg.com/vi/7jPfOEz5QDQ/default.jpg,501,"['Nikkietutorials', 'got', 'tattoo', 'rice', 'Helmond', 'never', 'give', 'up', 'text', 'show', 'makeup', 'beauty', 'adivce', 'tips', 'an', 'tricks', 'help', 'vlog', 'experience', 'Tattoo']",2011-10-04T21:38:10Z,123577,1615,511,4分43秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Beyoncé - Party ft. J. Cole - Makeup Tutorial,https://i.ytimg.com/vi/9vkXcrRQh40/default.jpg,601,"['NikkieTutorials', 'Makeup', 'tutorial', 'beyoncé', 'party', 'music', 'video', 'inspired', 'how-to', 'howto', 'tips', 'and', 'tricks', 'instructions', 'beauty', 'fashion', 'lady', 'gaga', 'heart', 'beats', 'by', 'dr', 'dre', 'mylikes', 'four', 'Lady Gaga', 'Dance', 'Help']",2011-11-05T00:04:28Z,122903,2113,206,6分59秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Snow White and the Huntsman: Evil Queen/Charlize Theron - Makeup Tutorial,https://i.ytimg.com/vi/sl2vJE79zek/default.jpg,505,"['Charlize Theron (Actor)', 'Nikkietutorials', 'makeup', 'tutorial', 'how-to', 'instructions', 'help', 'beauty', 'evil', 'queen', 'snow', 'white', 'and', 'the', 'huntsman', '2012', 'movie', 'inspired', 'bronze', 'smokey', 'eyes', 'crown', 'look', 'cosmetics', 'tips', 'tricks']",2012-08-20T22:10:56Z,122537,3666,402,6分16秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Makeup Tutorial; Purple & Copper fall Look.,https://i.ytimg.com/vi/8_of3taBDII/default.jpg,528,"['Nikkietutorials', 'mac', 'fall', 'look', 'collection', 'purple', 'copper', 'gold', 'glitter', 'leopard', 'push', 'the', 'edge', 'vex', 'brash', 'vanilla', 'makeup']",2009-09-27T14:00:53Z,122341,760,120,9分32秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Sarah Jessica Parker ''NYE'' - Inspired Purple Smokey Eye,https://i.ytimg.com/vi/qWu8puIQQIg/default.jpg,550,"['NikkieTutorials', 'Sarah', 'Jessica', 'Parker', 'SJP', 'Sex', 'and', 'the', 'city', 'New', 'years', 'eve', 'NYE', 'inspired', 'movie', 'makeup', 'tutorial', 'purple', 'smokey', 'eye', 'how', 'to', 'how-to', 'tips', 'tricks', 'instructions', 'beauty', 'help', 'cosmetics', 'Year', 'Look', 'Sex And The City']",2011-12-17T22:13:08Z,122110,4361,439,6分39秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
Peggy Moffitt Makeup Tutorial ⋆ Collab with Desi Perkins,https://i.ytimg.com/vi/HE4PzesJ9Us/default.jpg,1548,"['Nikkietutorials', 'Nikkie', 'Tutorials', 'Nikki', 'de', 'Jager', 'Makeup', 'Tutorial', 'how-to', 'tips', 'tricks', 'help', 'need', 'instructions', 'beauty', 'cosmetics', 'look', 'routine', 'fashion', 'review', 'hair', 'upload', 'today', 'view', 'glamour', 'palette', 'hits', 'favorites', 'artist', 'color', 'guru', 'style', 'transformation', 'Peggy Moffitt', 'Twiggy', 'Sophia Loren', 'Icons', 'Iconic', 'Collab', 'inspired', 'vintage', ""1960's"", ""60's"", 'sixties', 'crazy', 'halloween', 'Desi Perkins', 'Chrisspy', 'doll', 'eyes', 'Possessed', 'creepy', 'scary', 'august 15', 'legends', 'legendary', 'shocking', 'revealing', 'model']",2014-08-15T18:48:31Z,121997,6424,407,12分16秒,26,NikkieTutorials,14800000,2008-06-23T17:34:43Z,916
